type;mapping;subject_id;subject_label;predicate_id;predicate_modifier;object_id;object_label;replaces;aligns;implements
standard;hrim:788147B5;snomed:248152002;"""Female (finding)""@en";hriv:hasExactMeaning;Not;hrio:SexAtBirthFemaleSex;"""Sex-at-birth Female Sex""@en";;;
standard;hrim:7D8AD954;snomed:248152002;"""Female (finding)""@en";hriv:hasExactMeaning;Not;hrio:FemaleSex;"""Female Sex""@en";;;
standard;hrim:8906120C;snomed:248152002;"""Female (finding)""@en";hriv:hasExactMeaning;Not;hrio:FemaleSex;"""Female Sex""@en";;;
standard;hrim:9F944ED3;snomed:248152002;"""Female (finding)""@en";hriv:hasExactMeaning;Not;hrio:Female;"""Female""@en";;;
standard;hrim:A64E90ED;snomed:248152002;"""Female (finding)""@en";hriv:hasExactMeaning;Not;hrio:Female;"""Female""@en";;;
standard;hrim:B585DF58;snomed:248152002;"""Female (finding)""@en";hriv:hasExactMeaning;Not;hrio:FemaleSexPerson;"""Female-sex Person""@en";;;
standard;hrim:BEA16386;snomed:248152002;"""Female (finding)""@en";hriv:hasExactMeaning;Not;hrio:SexAtBirthFemaleSex;"""Sex-at-birth Female Sex""@en";;;
standard;hrim:002C0C53;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:KaryotypicMaleSex;"""Karyotypic Male Sex""@en";;;
standard;hrim:0F8E7880;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:Male;"""Male""@en";;;
standard;hrim:207D1119;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:SexAtBirthMaleSex;"""Sex-at-birth Male Sex""@en";;;
standard;hrim:30463ADA;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:MaleSex;"""Male Sex""@en";;;
standard;hrim:3448CB1B;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:MaleSexPerson;"""Male-sex Person""@en";;;
standard;hrim:44B8EB15;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:MaleSexPerson;"""Male-sex Person""@en";;;
standard;hrim:892FCC20;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:SexAtBirthMaleSex;"""Sex-at-birth Male Sex""@en";;;
standard;hrim:9B85D513;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:PhenotypicMaleSex;"""Phenotypic Male Sex""@en";;;
standard;hrim:9E346285;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:KaryotypicMaleSex;"""Karyotypic Male Sex""@en";;;
standard;hrim:AEC1F8D5;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:MaleSex;"""Male Sex""@en";;;
standard;hrim:D650AA08;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:Male;"""Male""@en";;;
standard;hrim:DE03BC63;snomed:248153007;"""Male (finding)""@en";hriv:hasExactMeaning;Not;hrio:PhenotypicMaleSex;"""Phenotypic Male Sex""@en";;;
standard;hrim:0E8CE29B;snomed:263495000;"""Gender (observable entity)""@en";hriv:hasExactMeaning;Not;hrio:ExternallyAttributedGender;"""Externally-attributed Gender""@en";;;
standard;hrim:53795693;snomed:263495000;"""Gender (observable entity)""@en";hriv:hasExactMeaning;Not;hrio:SelfIdentifiedGender;"""Self-identified Gender""@en";;;
standard;hrim:951F2DC4;snomed:263495000;"""Gender (observable entity)""@en";hriv:hasExactMeaning;Not;hrio:Gender;"""Gender""@en";;;
standard;hrim:A61208CF;snomed:263495000;"""Gender (observable entity)""@en";hriv:hasExactMeaning;Not;hrio:ExternallyAttributedGender;"""Externally-attributed Gender""@en";;;
standard;hrim:BEFE1115;snomed:263495000;"""Gender (observable entity)""@en";hriv:hasExactMeaning;Not;hrio:Gender;"""Gender""@en";;;
standard;hrim:E15B519C;snomed:263495000;"""Gender (observable entity)""@en";hriv:hasExactMeaning;Not;hrio:SelfIdentifiedGender;"""Self-identified Gender""@en";;;
standard;hrim:34B4DBE9;snomed:285116001;"""Gender identity finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:SelfIdentifiedGender;"""Self-identified Gender""@en";;;
standard;hrim:63A8814F;snomed:285116001;"""Gender identity finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:SelfDesignatedGender;"""Self-designated Gender""@en";;;
standard;hrim:78244AF1;snomed:285116001;"""Gender identity finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:Gender;"""Gender""@en";;;
standard;hrim:84C9F5EA;snomed:285116001;"""Gender identity finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:Gender;"""Gender""@en";;;
standard;hrim:A8A5E70E;snomed:285116001;"""Gender identity finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:SelfIdentifiedGender;"""Self-identified Gender""@en";;;
standard;hrim:C6A875E5;snomed:285116001;"""Gender identity finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:SelfDesignatedGender;"""Self-designated Gender""@en";;;
standard;hrim:0086F75C;snomed:302081005;"""Finding of sex of baby (finding)""@en";hriv:hasExactMeaning;Not;hrio:SexAtBirth;"""Sex at Birth""@en";;;
standard;hrim:9567BF09;snomed:302081005;"""Finding of sex of baby (finding)""@en";hriv:hasExactMeaning;Not;hrio:PhenotypicSex;"""Phenotypic Sex""@en";;;
standard;hrim:034A72F2;snomed:365873007;"""Gender finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:Gender;"""Gender""@en";;;
standard;hrim:69D47B17;snomed:365873007;"""Gender finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:SelfIdentifiedGender;"""Self-identified Gender""@en";;;
standard;hrim:9F19B61F;snomed:365873007;"""Gender finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:Gender;"""Gender""@en";;;
standard;hrim:F42D8F04;snomed:365873007;"""Gender finding (finding)""@en";hriv:hasExactMeaning;Not;hrio:SelfIdentifiedGender;"""Self-identified Gender""@en";;;
standard;hrim:2B234469;snomed:429019009;"""Finding related to biological sex (finding)""@en";hriv:hasExactMeaning;Not;hrio:Sex;"""Sex""@en";;;
standard;hrim:B40FCC13;snomed:429019009;"""Finding related to biological sex (finding)""@en";hriv:hasExactMeaning;Not;hrio:Sex;"""Sex""@en";;;
standard;hrim:1DC26B57;snomed:703118005;"""Feminine gender (finding)""@en";hriv:hasExactMeaning;Not;hrio:SelfIdentifiedGender;"""Self-identified Gender""@en";;;
standard;hrim:BDD2480A;snomed:703118005;"""Feminine gender (finding)""@en";hriv:hasExactMeaning;Not;hrio:SelfIdentifiedFemaleGender;"""Self-identified Female Gender""@en";;;
standard;hrim:D26B6294;snomed:703118005;"""Feminine gender (finding)""@en";hriv:hasExactMeaning;Not;hrio:FemaleGender;"""Female Gender""@en";;;
standard;hrim:D7CA8694;snomed:703118005;"""Feminine gender (finding)""@en";hriv:hasExactMeaning;Not;hrio:FeminineGenderExpression;"""Feminine Gender Expression""@en";;;
